timestamp,cps,cps_err,usv_hr
1778108448.476842,9.0,2.1213203435596424,0.112806
1778108450.5128,8.5,2.0615528128088303,0.106539
1778108452.539148,5.5,1.6583123951777,0.068937
1778108454.5467622,10.0,2.23606797749979,0.12534
1778108456.5946386,5.5,1.6583123951777,0.068937
1778108458.6012034,7.0,1.8708286933869707,0.087738
1778108460.6073782,9.0,2.1213203435596424,0.112806
1778108462.652326,8.5,2.0615528128088303,0.106539
1778108464.6597898,6.5,1.8027756377319946,0.081471
1778108466.6816206,10.0,2.23606797749979,0.12534
1778108468.7103112,9.0,2.1213203435596424,0.112806
1778108470.7255154,6.0,1.7320508075688772,0.075204
1778108472.7531168,7.0,1.8708286933869707,0.087738
1778108474.7518067,6.5,1.8027756377319946,0.081471
1778108476.806049,8.0,2.0,0.100272
1778108478.8134484,8.5,2.0615528128088303,0.106539
1778108480.8313797,7.5,1.9364916731037085,0.094005
1778108482.8677468,5.5,1.6583123951777,0.068937
1778108484.8754306,8.0,2.0,0.100272
1778108486.8964758,9.0,2.1213203435596424,0.112806
1778108488.925907,5.0,1.5811388300841898,0.06267
1778108490.957835,7.0,1.8708286933869707,0.087738
1778108492.9703894,5.0,1.5811388300841898,0.06267
1778108495.005812,5.0,1.5811388300841898,0.06267
1778108497.024081,6.5,1.8027756377319946,0.081471
1778108499.0322201,6.0,1.7320508075688772,0.075204
1778108501.0259364,10.5,2.29128784747792,0.131607
1778108503.088452,8.0,2.0,0.100272
1778108505.0959752,6.5,1.8027756377319946,0.081471
1778108507.1276128,5.0,1.5811388300841898,0.06267
1778108509.1373353,6.5,1.8027756377319946,0.081471
1778108511.1650028,7.0,1.8708286933869707,0.087738
1778108513.17724,8.5,2.0615528128088303,0.106539
1778108515.185234,8.5,2.0615528128088303,0.106539
1778108517.213947,10.0,2.23606797749979,0.12534
1778108519.2228007,4.5,1.5,0.056403
1778108521.242667,4.0,1.4142135623730951,0.050136
1778108523.2687862,7.0,1.8708286933869707,0.087738
1778108525.327097,8.0,2.0,0.100272
1778108527.3444924,6.0,1.7320508075688772,0.075204
1778108529.37506,5.5,1.6583123951777,0.068937
1778108531.3968685,7.0,1.8708286933869707,0.087738
1778108533.4034197,6.5,1.8027756377319946,0.081471
1778108535.3902295,5.5,1.6583123951777,0.068937
1778108537.458464,8.5,2.0615528128088303,0.106539
1778108539.4662485,9.0,2.1213203435596424,0.112806
1778108541.471195,8.0,2.0,0.100272
1778108543.4810164,8.0,2.0,0.100272
1778108545.5456061,7.5,1.9364916731037085,0.094005
1778108547.5690105,6.0,1.7320508075688772,0.075204
1778108549.5745142,9.0,2.1213203435596424,0.112806
1778108551.6002147,9.5,2.179449471770337,0.119073
1778108553.6080616,10.5,2.29128784747792,0.131607
1778108555.6170337,9.5,2.179449471770337,0.119073
1778108557.6557739,7.0,1.8708286933869707,0.087738
1778108559.666053,11.0,2.345207879911715,0.137874
1778108561.688091,7.5,1.9364916731037085,0.094005
1778108563.7251554,8.5,2.0615528128088303,0.106539
1778108565.741508,7.0,1.8708286933869707,0.087738
1778108567.7659419,8.5,2.0615528128088303,0.106539
1778108569.7948391,7.5,1.9364916731037085,0.094005
1778108571.8266563,8.5,2.0615528128088303,0.106539
1778108573.8341622,7.0,1.8708286933869707,0.087738
1778108575.878511,9.5,2.179449471770337,0.119073
1778108577.8906515,6.5,1.8027756377319946,0.081471
1778108579.899691,8.0,2.0,0.100272
1778108581.9396334,8.5,2.0615528128088303,0.106539
1778108583.9532442,6.5,1.8027756377319946,0.081471
1778108585.979227,6.5,1.8027756377319946,0.081471
1778108587.9891722,7.0,1.8708286933869707,0.087738
1778108589.995534,9.0,2.1213203435596424,0.112806
1778108592.021129,8.5,2.0615528128088303,0.106539
1778108594.0403545,10.0,2.23606797749979,0.12534
1778108596.0601337,7.5,1.9364916731037085,0.094005
1778108598.088549,8.5,2.0615528128088303,0.106539
1778108600.0932853,5.5,1.6583123951777,0.068937
1778108602.1170552,5.0,1.5811388300841898,0.06267
1778108604.1465046,6.5,1.8027756377319946,0.081471
1778108606.1733177,9.0,2.1213203435596424,0.112806
1778108608.179999,7.5,1.9364916731037085,0.094005
1778108610.2090693,11.5,2.3979157616563596,0.144141
1778108612.2257257,3.5,1.3228756555322954,0.043869
1778108614.2837596,8.5,2.0615528128088303,0.106539
1778108616.2903168,5.5,1.6583123951777,0.068937
1778108618.2970748,5.5,1.6583123951777,0.068937
1778108620.3564143,7.0,1.8708286933869707,0.087738
1778108622.332454,9.0,2.1213203435596424,0.112806
1778108624.3926594,10.0,2.23606797749979,0.12534
1778108626.4230034,7.0,1.8708286933869707,0.087738
1778108628.4056458,3.0,1.224744871391589,0.037602
1778108630.4633577,4.5,1.5,0.056403
1778108632.4844205,10.5,2.29128784747792,0.131607
1778108634.5152311,9.0,2.1213203435596424,0.112806
1778108636.5346959,10.0,2.23606797749979,0.12534
1778108638.5402236,9.5,2.179449471770337,0.119073
1778108640.5654457,9.0,2.1213203435596424,0.112806
1778108642.5811396,6.5,1.8027756377319946,0.081471
1778108644.5888498,10.0,2.23606797749979,0.12534
1778108646.6299713,8.0,2.0,0.100272
1778108648.63609,6.0,1.7320508075688772,0.075204
1778108650.6453168,6.5,1.8027756377319946,0.081471
1778108652.6721652,10.5,2.29128784747792,0.131607
1778108654.733322,6.5,1.8027756377319946,0.081471
1778108656.708034,7.5,1.9364916731037085,0.094005
1778108658.7682676,7.0,1.8708286933869707,0.087738
1778108660.7928994,5.5,1.6583123951777,0.068937
1778108662.7851262,6.5,1.8027756377319946,0.081471
1778108664.7989347,7.5,1.9364916731037085,0.094005
1778108666.8228805,7.0,1.8708286933869707,0.087738
1778108668.8494782,10.0,2.23606797749979,0.12534
1778108670.86603,10.5,2.29128784747792,0.131607
1778108672.9258513,9.0,2.1213203435596424,0.112806
1778108674.90632,7.5,1.9364916731037085,0.094005
1778108676.928672,7.5,1.9364916731037085,0.094005
1778108678.9883585,8.0,2.0,0.100272
1778108680.9767892,10.0,2.23606797749979,0.12534
1778108683.0370684,8.0,2.0,0.100272
1778108685.045499,5.5,1.6583123951777,0.068937
1778108687.0858996,4.5,1.5,0.056403
1778108689.0955763,6.5,1.8027756377319946,0.081471
1778108691.1192338,9.5,2.179449471770337,0.119073
1778108693.1495054,9.5,2.179449471770337,0.119073
1778108695.1578584,6.0,1.7320508075688772,0.075204
1778108697.1980662,7.5,1.9364916731037085,0.094005
1778108699.208784,5.5,1.6583123951777,0.068937
1778108701.2006874,6.5,1.8027756377319946,0.081471
1778108703.2066307,3.0,1.224744871391589,0.037602
1778108705.2648559,7.5,1.9364916731037085,0.094005
1778108707.2587852,7.0,1.8708286933869707,0.087738
1778108709.3191369,13.5,2.598076211353316,0.169209
1778108711.2924235,9.5,2.179449471770337,0.119073
1778108713.3520668,9.5,2.179449471770337,0.119073
1778108715.3598368,9.5,2.179449471770337,0.119073
1778108717.3813617,6.0,1.7320508075688772,0.075204
1778108719.3936527,4.5,1.5,0.056403
1778108721.4312623,12.5,2.5,0.156675
1778108723.4701595,13.0,2.5495097567963922,0.162942
1778108725.4903698,8.0,2.0,0.100272
1778108727.509513,9.5,2.179449471770337,0.119073
1778108729.4932194,5.5,1.6583123951777,0.068937
1778108731.5118198,6.0,1.7320508075688772,0.075204
1778108733.571528,8.5,2.0615528128088303,0.106539
1778108735.5530398,7.5,1.9364916731037085,0.094005
1778108737.619987,7.0,1.8708286933869707,0.087738
1778108739.6328003,10.5,2.29128784747792,0.131607
1778108741.626713,5.5,1.6583123951777,0.068937
1778108743.6402292,8.5,2.0615528128088303,0.106539
1778108745.7120655,8.0,2.0,0.100272
1778108747.691541,12.5,2.5,0.156675
1778108749.75375,6.5,1.8027756377319946,0.081471
1778108751.7330093,7.0,1.8708286933869707,0.087738
1778108753.7922726,9.0,2.1213203435596424,0.112806
1778108755.8123996,8.5,2.0615528128088303,0.106539
1778108757.8162215,8.5,2.0615528128088303,0.106539
1778108759.8259676,8.5,2.0615528128088303,0.106539
1778108761.8505247,8.5,2.0615528128088303,0.106539
1778108763.8790495,4.5,1.5,0.056403
1778108765.9009514,5.5,1.6583123951777,0.068937
1778108767.9093056,6.5,1.8027756377319946,0.081471
1778108769.9398744,6.0,1.7320508075688772,0.075204
1778108771.9554026,8.0,2.0,0.100272
1778108773.9641244,5.5,1.6583123951777,0.068937
1778108776.0068579,6.0,1.7320508075688772,0.075204
1778108778.0138433,7.0,1.8708286933869707,0.087738
1778108780.0698528,7.5,1.9364916731037085,0.094005
1778108782.0652635,6.5,1.8027756377319946,0.081471
1778108784.0722225,9.5,2.179449471770337,0.119073
1778108786.1013305,4.5,1.5,0.056403
1778108788.1368017,7.5,1.9364916731037085,0.094005
1778108790.1520894,5.0,1.5811388300841898,0.06267
1778108792.1715958,7.0,1.8708286933869707,0.087738
1778108794.2004855,10.0,2.23606797749979,0.12534
1778108796.2162547,6.5,1.8027756377319946,0.081471
1778108798.2246177,8.0,2.0,0.100272
1778108800.2510705,7.0,1.8708286933869707,0.087738
1778108802.2736053,4.0,1.4142135623730951,0.050136
1778108804.3339639,7.0,1.8708286933869707,0.087738
1778108806.3232222,8.5,2.0615528128088303,0.106539
1778108808.3335342,6.5,1.8027756377319946,0.081471
1778108810.3465528,8.0,2.0,0.100272
1778108812.3881474,9.0,2.1213203435596424,0.112806
1778108814.3968601,8.0,2.0,0.100272
1778108816.4312186,5.5,1.6583123951777,0.068937
1778108818.4653249,10.5,2.29128784747792,0.131607
1778108820.4710455,4.5,1.5,0.056403
1778108822.491388,5.5,1.6583123951777,0.068937
1778108824.519712,3.5,1.3228756555322954,0.043869
1778108826.537656,9.0,2.1213203435596424,0.112806
1778108828.5450673,6.5,1.8027756377319946,0.081471
1778108830.5718045,4.5,1.5,0.056403
1778108832.5964832,7.5,1.9364916731037085,0.094005
1778108834.6089613,5.0,1.5811388300841898,0.06267
1778108836.6682024,7.0,1.8708286933869707,0.087738
1778108838.6760426,7.0,1.8708286933869707,0.087738
1778108840.6934438,7.0,1.8708286933869707,0.087738
1778108842.7113206,7.5,1.9364916731037085,0.094005
1778108844.7225702,8.0,2.0,0.100272
1778108846.7635622,9.0,2.1213203435596424,0.112806
1778108848.799026,7.0,1.8708286933869707,0.087738
1778108850.8247843,10.0,2.23606797749979,0.12534
1778108852.8381515,3.5,1.3228756555322954,0.043869
1778108854.8172216,7.0,1.8708286933869707,0.087738
1778108856.8586388,6.0,1.7320508075688772,0.075204
1778108858.8658857,10.5,2.29128784747792,0.131607
1778108860.9061146,8.0,2.0,0.100272
1778108862.921446,8.0,2.0,0.100272
1778108864.929901,10.5,2.29128784747792,0.131607
1778108866.9668534,5.5,1.6583123951777,0.068937
1778108868.9735174,7.5,1.9364916731037085,0.094005
1778108870.9961698,7.5,1.9364916731037085,0.094005
1778108873.0087345,6.5,1.8027756377319946,0.081471
1778108875.0671463,8.0,2.0,0.100272
1778108877.0912473,11.5,2.3979157616563596,0.144141
1778108879.0985925,10.5,2.29128784747792,0.131607
1778108881.1167512,8.0,2.0,0.100272
1778108883.1442034,6.5,1.8027756377319946,0.081471
1778108885.1517837,8.0,2.0,0.100272
1778108887.1714575,11.0,2.345207879911715,0.137874
1778108889.2018833,10.5,2.29128784747792,0.131607
1778108891.2209501,8.5,2.0615528128088303,0.106539
1778108893.2308886,5.0,1.5811388300841898,0.06267
1778108895.2569022,8.5,2.0615528128088303,0.106539
1778108897.2757654,7.5,1.9364916731037085,0.094005
1778108899.3381412,8.0,2.0,0.100272
1778108901.338483,8.5,2.0615528128088303,0.106539
1778108903.3462017,8.5,2.0615528128088303,0.106539
1778108905.3567035,8.5,2.0615528128088303,0.106539
1778108907.383419,10.5,2.29128784747792,0.131607
1778108909.4430423,9.0,2.1213203435596424,0.112806
1778108911.464604,6.5,1.8027756377319946,0.081471
1778108913.4722245,5.5,1.6583123951777,0.068937
1778108915.4785452,9.5,2.179449471770337,0.119073
1778108917.5306227,9.0,2.1213203435596424,0.112806
1778108919.518596,11.5,2.3979157616563596,0.144141
1778108921.5369718,9.0,2.1213203435596424,0.112806
1778108923.5454426,9.0,2.1213203435596424,0.112806
1778108925.5774891,11.0,2.345207879911715,0.137874
1778108927.6022658,6.0,1.7320508075688772,0.075204
1778108929.6605418,5.5,1.6583123951777,0.068937
1778108931.647158,9.0,2.1213203435596424,0.112806
1778108933.6569762,8.0,2.0,0.100272
1778108935.7201328,11.0,2.345207879911715,0.137874
1778108937.7396655,5.5,1.6583123951777,0.068937
1778108939.7459948,9.0,2.1213203435596424,0.112806
1778108941.7812815,7.0,1.8708286933869707,0.087738
1778108943.7879534,6.0,1.7320508075688772,0.075204
1778108945.8081932,7.5,1.9364916731037085,0.094005
1778108947.838589,7.0,1.8708286933869707,0.087738
1778108949.845234,8.5,2.0615528128088303,0.106539
1778108951.865089,9.0,2.1213203435596424,0.112806
1778108953.893411,10.5,2.29128784747792,0.131607
1778108955.908982,9.5,2.179449471770337,0.119073
1778108957.9212039,9.0,2.1213203435596424,0.112806
1778108959.9490337,10.0,2.23606797749979,0.12534
1778108961.974438,7.5,1.9364916731037085,0.094005
1778108963.9850223,6.0,1.7320508075688772,0.075204
1778108966.0451577,12.0,2.449489742783178,0.150408
1778108968.0549192,8.5,2.0615528128088303,0.106539
1778108970.0626385,4.5,1.5,0.056403
1778108972.0904877,9.0,2.1213203435596424,0.112806
1778108974.0997868,9.5,2.179449471770337,0.119073
1778108976.1142597,4.5,1.5,0.056403
1778108978.1479669,6.5,1.8027756377319946,0.081471
1778108980.1535952,6.5,1.8027756377319946,0.081471
1778108982.1780927,7.5,1.9364916731037085,0.094005
1778108984.2059515,6.5,1.8027756377319946,0.081471
1778108986.2272623,6.5,1.8027756377319946,0.081471
1778108988.244315,5.5,1.6583123951777,0.068937
1778108990.274691,8.0,2.0,0.100272
1778108992.2929375,4.0,1.4142135623730951,0.050136
1778108994.3556907,6.5,1.8027756377319946,0.081471
1778108996.3440878,7.5,1.9364916731037085,0.094005
1778108998.3505733,3.0,1.224744871391589,0.037602
1778109000.4066014,6.5,1.8027756377319946,0.081471
1778109002.4385197,8.0,2.0,0.100272
1778109004.448786,6.0,1.7320508075688772,0.075204
1778109006.4754014,9.5,2.179449471770337,0.119073
1778109008.482733,7.0,1.8708286933869707,0.087738
1778109010.4886892,7.5,1.9364916731037085,0.094005
1778109012.5209985,12.0,2.449489742783178,0.150408
1778109014.5273905,5.0,1.5811388300841898,0.06267
1778109016.545616,7.5,1.9364916731037085,0.094005
1778109018.5752041,9.5,2.179449471770337,0.119073
1778109020.6332676,8.0,2.0,0.100272
1778109022.6582496,8.5,2.0615528128088303,0.106539
1778109024.6374254,9.0,2.1213203435596424,0.112806
1778109026.7065558,6.5,1.8027756377319946,0.081471
1778109028.7129717,7.5,1.9364916731037085,0.094005
1778109030.7520528,6.5,1.8027756377319946,0.081471
1778109032.7678058,5.5,1.6583123951777,0.068937
1778109034.781868,6.0,1.7320508075688772,0.075204
1778109036.7786536,4.5,1.5,0.056403
1778109038.7877467,6.5,1.8027756377319946,0.081471
1778109040.8634107,6.5,1.8027756377319946,0.081471
1778109042.8757596,5.0,1.5811388300841898,0.06267
1778109044.8827097,6.5,1.8027756377319946,0.081471
1778109046.9106863,5.0,1.5811388300841898,0.06267
1778109048.9173975,10.5,2.29128784747792,0.131607
1778109050.9411607,9.5,2.179449471770337,0.119073
1778109052.9720654,7.5,1.9364916731037085,0.094005
1778109054.9860065,7.5,1.9364916731037085,0.094005
1778109057.0077224,4.5,1.5,0.056403
1778109059.0357504,7.0,1.8708286933869707,0.087738
1778109061.05768,7.5,1.9364916731037085,0.094005
1778109063.0680017,6.0,1.7320508075688772,0.075204
1778109065.0999966,4.0,1.4142135623730951,0.050136
1778109067.121725,7.0,1.8708286933869707,0.087738
1778109069.1285114,7.5,1.9364916731037085,0.094005
1778109071.1733,8.0,2.0,0.100272
1778109073.184138,5.0,1.5811388300841898,0.06267
1778109075.1932042,6.0,1.7320508075688772,0.075204
1778109077.221524,4.0,1.4142135623730951,0.050136
1778109079.2344377,6.5,1.8027756377319946,0.081471
1778109081.2593408,7.5,1.9364916731037085,0.094005
1778109083.2664967,9.5,2.179449471770337,0.119073
1778109085.3245628,6.0,1.7320508075688772,0.075204
1778109087.3461297,2.5,1.118033988749895,0.031335
1778109089.3542213,3.5,1.3228756555322954,0.043869
1778109091.3862703,5.5,1.6583123951777,0.068937
1778109093.370987,9.5,2.179449471770337,0.119073
1778109095.4325554,5.5,1.6583123951777,0.068937
1778109097.4570441,7.5,1.9364916731037085,0.094005
1778109099.4602928,6.0,1.7320508075688772,0.075204
1778109101.4587672,6.0,1.7320508075688772,0.075204
1778109103.5211627,5.5,1.6583123951777,0.068937
1778109105.52821,4.5,1.5,0.056403
1778109107.5645046,10.0,2.23606797749979,0.12534
1778109109.5758467,4.0,1.4142135623730951,0.050136
1778109111.6002874,10.5,2.29128784747792,0.131607
1778109113.6070046,5.0,1.5811388300841898,0.06267
1778109115.6181073,5.0,1.5811388300841898,0.06267
1778109117.6399677,5.5,1.6583123951777,0.068937
1778109119.6475077,11.5,2.3979157616563596,0.144141
1778109121.6792545,6.5,1.8027756377319946,0.081471
1778109123.711637,4.5,1.5,0.056403
1778109125.723039,5.5,1.6583123951777,0.068937
1778109127.7442322,7.5,1.9364916731037085,0.094005
1778109129.7749035,6.5,1.8027756377319946,0.081471
1778109131.7985473,9.0,2.1213203435596424,0.112806
1778109133.8087468,4.0,1.4142135623730951,0.050136
1778109135.8554623,4.5,1.5,0.056403
1778109137.8661523,4.5,1.5,0.056403
1778109139.8793,5.5,1.6583123951777,0.068937
1778109141.9230943,6.0,1.7320508075688772,0.075204
1778109143.930839,7.0,1.8708286933869707,0.087738
1778109145.9566998,7.5,1.9364916731037085,0.094005
1778109147.9391108,7.0,1.8708286933869707,0.087738
1778109149.9973195,9.5,2.179449471770337,0.119073
1778109152.0174055,8.0,2.0,0.100272
1778109154.0483336,6.5,1.8027756377319946,0.081471
1778109156.0690958,6.0,1.7320508075688772,0.075204
1778109158.079696,6.0,1.7320508075688772,0.075204
1778109160.1070595,5.0,1.5811388300841898,0.06267
1778109162.124508,7.5,1.9364916731037085,0.094005
1778109164.1300945,4.5,1.5,0.056403
1778109166.1674416,8.0,2.0,0.100272
1778109168.1744072,6.0,1.7320508075688772,0.075204
1778109170.1791568,3.5,1.3228756555322954,0.043869
1778109172.2056632,8.5,2.0615528128088303,0.106539
1778109174.216649,9.0,2.1213203435596424,0.112806
1778109176.246426,8.0,2.0,0.100272
1778109178.2573488,3.5,1.3228756555322954,0.043869
1778109180.317424,4.5,1.5,0.056403
1778109182.2972007,5.0,1.5811388300841898,0.06267
1778109184.3544776,7.0,1.8708286933869707,0.087738
1778109186.3731134,5.0,1.5811388300841898,0.06267
1778109188.4034746,3.5,1.3228756555322954,0.043869
1778109190.4118488,6.5,1.8027756377319946,0.081471
1778109192.430677,5.5,1.6583123951777,0.068937
1778109194.4291992,5.5,1.6583123951777,0.068937
1778109196.4707243,4.0,1.4142135623730951,0.050136
1778109198.4792895,4.0,1.4142135623730951,0.050136
1778109200.5386593,9.5,2.179449471770337,0.119073
1778109202.5179958,5.0,1.5811388300841898,0.06267
1778109204.575339,8.0,2.0,0.100272
1778109206.6007252,5.0,1.5811388300841898,0.06267
1778109208.6074493,9.0,2.1213203435596424,0.112806
1778109210.6125755,9.5,2.179449471770337,0.119073
1778109212.6506252,8.5,2.0615528128088303,0.106539
1778109214.6599643,7.0,1.8708286933869707,0.087738
1778109216.6828198,6.0,1.7320508075688772,0.075204
1778109218.713178,6.0,1.7320508075688772,0.075204
1778109220.7338917,5.0,1.5811388300841898,0.06267
1778109222.7520554,7.0,1.8708286933869707,0.087738
1778109224.8010783,3.5,1.3228756555322954,0.043869
1778109226.7999392,9.5,2.179449471770337,0.119073
1778109228.809942,6.0,1.7320508075688772,0.075204
1778109230.8404558,6.5,1.8027756377319946,0.081471
1778109232.860546,7.0,1.8708286933869707,0.087738
1778109234.8667116,4.5,1.5,0.056403
1778109236.891235,7.5,1.9364916731037085,0.094005
1778109238.900003,2.5,1.118033988749895,0.031335
1778109240.967643,8.5,2.0615528128088303,0.106539
1778109242.9510717,9.0,2.1213203435596424,0.112806
1778109245.0099783,7.5,1.9364916731037085,0.094005
1778109246.9830012,4.5,1.5,0.056403
1778109249.0109866,7.0,1.8708286933869707,0.087738
1778109251.0355678,7.5,1.9364916731037085,0.094005
1778109253.046451,5.5,1.6583123951777,0.068937
1778109255.0788484,7.0,1.8708286933869707,0.087738
1778109257.094339,6.5,1.8027756377319946,0.081471
1778109259.1056051,4.0,1.4142135623730951,0.050136
1778109261.1486037,7.5,1.9364916731037085,0.094005
1778109263.158066,8.5,2.0615528128088303,0.106539
1778109265.2170591,10.5,2.29128784747792,0.131607
1778109267.2097242,7.0,1.8708286933869707,0.087738
1778109269.217353,5.5,1.6583123951777,0.068937
1778109271.2401798,8.5,2.0615528128088303,0.106539
1778109273.2987695,8.0,2.0,0.100272
1778109275.3072193,5.5,1.6583123951777,0.068937
1778109277.3310447,9.0,2.1213203435596424,0.112806
1778109279.3382366,8.5,2.0615528128088303,0.106539
1778109281.3703167,5.0,1.5811388300841898,0.06267
1778109283.4047313,4.5,1.5,0.056403
1778109285.4097717,5.0,1.5811388300841898,0.06267
1778109287.4273999,8.5,2.0615528128088303,0.106539
1778109289.4545152,6.0,1.7320508075688772,0.075204
1778109291.4709976,6.5,1.8027756377319946,0.081471
1778109293.4788723,9.5,2.179449471770337,0.119073
1778109295.5237792,4.5,1.5,0.056403
1778109297.5467625,9.0,2.1213203435596424,0.112806
1778109299.5543616,5.5,1.6583123951777,0.068937
1778109301.6030574,6.5,1.8027756377319946,0.081471
1778109303.610575,6.0,1.7320508075688772,0.075204
1778109305.6189158,8.0,2.0,0.100272
1778109307.6403844,3.5,1.3228756555322954,0.043869
1778109309.647483,8.5,2.0615528128088303,0.106539
1778109311.676805,7.0,1.8708286933869707,0.087738
1778109313.6894283,6.5,1.8027756377319946,0.081471
1778109315.7588706,9.5,2.179449471770337,0.119073
1778109317.7434938,9.0,2.1213203435596424,0.112806
1778109319.753673,6.0,1.7320508075688772,0.075204
1778109321.7857213,6.5,1.8027756377319946,0.081471
1778109323.8157783,10.5,2.29128784747792,0.131607
1778109325.834252,9.0,2.1213203435596424,0.112806
1778109327.8438199,7.5,1.9364916731037085,0.094005
1778109329.8737123,6.5,1.8027756377319946,0.081471
1778109331.894303,9.0,2.1213203435596424,0.112806
1778109333.900554,9.0,2.1213203435596424,0.112806
1778109335.9381511,4.5,1.5,0.056403
1778109337.9467933,8.0,2.0,0.100272
